appid,name,developer,genres_steam,price,release_year,metacritic_score,total_recommendations,is_free,genre,country
700160,Semblance,Nyamakop,"Acción, Aventura, Casual, Indie",9.99,2018,79,313,False,Aventura,Desconocido
265610,Epic Battle Fantasy 4,Matt Roszak,"Aventura, Rol",13.79,2014,0,2739,False,Rpg,Desconocido
673920,Maso Marble,STUDIO MUNGO,Casual,3.99,2017,0,0,False,Acción,Desconocido
292280,Spy Fox In: Cheese Chase,Humongous Entertainment,"Aventura, Casual",4.99,2014,0,0,False,Aventura,Estados Unidos
1954200,Kena: Bridge of Spirits,Ember Lab,"Acción, Aventura, Indie",39.99,2022,83,15876,False,Acción,Desconocido
1509230,Prop Hunt,HorseGames,"Casual, Indie, Multijugador masivo, Rol, Deportes",8.19,2021,0,212,False,Estrategia,Desconocido
355130,MotoGP™15,Milestone S.r.l.,"Carreras, Simuladores, Deportes",9.99,2015,0,765,False,Deportes,Italia
2545,RIP - Trilogy™,Elephant Games,"Casual, Indie",4.99,2007,0,248,False,Acción,Desconocido
450050,Yon Paradox,Digital Mantis,"Casual, Indie",2.99,2016,0,0,False,Acción,Desconocido
6250,Making History: The Calm & the Storm,Muzzy Lane,"Acción, Estrategia",3.99,2007,70,548,False,Acción,Desconocido
967440,Kick The Anime Simulator,Lol,"Casual, Indie, Simuladores",1.99,2019,0,0,False,Simulación,Desconocido
2367800,Mystery Solitaire. The Black Raven 6,8floor,Casual,14.79,2023,0,0,False,Acción,Desconocido
290320,Project Temporality,Defrost Games,"Acción, Aventura, Indie",14.99,2014,0,0,False,Acción,Reino Unido
817250,Kill Him! Online Wars,DNZY Games,"Acción, Casual, Indie",4.99,2018,0,0,False,Acción,Desconocido
971160,Möbius Front '83,Zachtronics,"Indie, Simuladores, Estrategia",19.5,2020,0,316,False,Estrategia,Desconocido
282210,Sid Meier's Starships,Firaxis Games,Estrategia,14.99,2015,64,1950,False,Estrategia,Estados Unidos
15960,Little Farm,MumboJumbo,Casual,9.99,2008,0,0,False,Acción,Desconocido
654820,Akin Vol 2,ThinkOfGames,"Casual, Indie",0.99,2017,0,0,False,Acción,Desconocido
341120,Glorkian Warrior: The Trials Of Glork,Pixeljam,Indie,4.99,2015,0,124,False,Acción,España
381100,The Men of Yoshiwara: Kikuya,Dogenzaka Lab,Aventura,27.99,2015,0,463,False,Aventura,Japón
731940,Bars and Balance,Mykhail Konokh,"Casual, Indie",1.99,2017,0,0,False,Acción,Ucrania
434030,Aerofly FS 2 Flight Simulator,IPACS,"Acción, Indie, Carreras, Simuladores",44.99,2017,0,1948,False,Acción,México
1025390,My Arctic Farm,BIP Media,"Casual, Simuladores",0.99,2019,0,0,False,Simulación,Desconocido
586930,Taken Souls: Blood Ritual Collector's Edition,Space Monkey International,"Aventura, Casual",6.99,2017,0,0,False,Aventura,Desconocido
624710,Cow Milking Simulator,IMGNATION Studios,"Casual, Indie",2.39,2017,0,0,False,Acción,Suecia
368230,Kingdom: Classic,Noio,"Indie, Simuladores, Estrategia",0.0,2015,74,5960,True,Estrategia,Desconocido
619870,Omegaland,Jonas Kyratzes,"Casual, Indie",0.0,2017,0,0,True,Acción,Desconocido
450850,Cube Land Arena,Jaison Robson Gusava,"Indie, Estrategia",4.9,2019,0,260,False,Estrategia,Desconocido
602910,One Wish,GDNomaD,"Aventura, Indie",0.99,2018,0,158,False,Aventura,Desconocido
1097420,No-brainer Heroes 挂机吧！勇者,小团团工作室,"Aventura, Casual, Indie, Rol, Simuladores, Estrategia",8.19,2019,0,1454,False,Aventura,Desconocido
210770,Sanctum 2,Coffee Stain Studios,"Acción, Indie, Estrategia",14.99,2013,77,7412,False,Acción,Estados Unidos
298630,The Escapists,Mouldy Toof Studios,"Acción, Aventura, Indie, Simuladores, Estrategia",2.99,2015,71,14255,False,Aventura,Desconocido
1241510,The Test,Randumb Studios,"Aventura, Casual, Indie, Rol, Simuladores",1.99,2020,0,19604,False,Aventura,Desconocido
206040,Avernum 5,Spiderweb Software,"Rol, Indie",4.99,2012,0,0,False,Acción,Desconocido
803920,Suna,Tolga Yurtsev,"Aventura, Casual, Indie",4.99,2018,0,0,False,Aventura,Turquía
500570,Mahjong Deluxe 2: Astral Planes,EnsenaSoft,Casual,1.59,2016,0,0,False,Acción,Desconocido
409560,Run Rabbit Run,FLAT12,"Acción, Aventura, Indie, Simuladores",3.99,2016,0,0,False,Aventura,Desconocido
757320,Atomicrops,Bird Bath Games,"Acción, Indie",2.99,2020,78,4934,False,Acción,Desconocido
426290,The Away Team: Lost Exodus,Underflow Studios,"Aventura, Indie, Simuladores, Free to Play",0.0,2016,0,0,True,Aventura,Desconocido
1343670,Dealer's Life 2,Abyte Entertainment,"Casual, Indie, Simuladores",7.49,2022,0,3863,False,Simulación,Desconocido
451700,Secrets of Deep Earth Shrine,Chronicle Games,"Aventura, Indie, Estrategia",0.0,2016,0,0,True,Estrategia,Desconocido
819210,The President,Mario Scarfone,"Indie, Simuladores, Estrategia",7.99,2018,0,0,False,Estrategia,Argentina
1015930,Blood Rage: Digital Edition,Endava,Estrategia,19.99,2020,0,469,False,Estrategia,Desconocido
1877300,Lo-Fi: THEXNERXXM,aped,"Aventura, Casual, Indie",0.99,2022,0,0,False,Aventura,Desconocido
660280,Keep It Safe 2,BeshevGames,"Casual, Indie",0.79,2017,0,0,False,Acción,Rusia
542710,Dessert Storm,EnsenaSoft,Casual,0.79,2016,0,0,False,Acción,Desconocido
392100,Fatal Theory,2 Hit Studio,"Acción, Casual, Indie, Rol",0.0,2016,0,0,True,Acción,Desconocido
270490,The Forest of Doom (Standalone),Tin Man Games,"Aventura, Indie, Rol",4.99,2014,0,169,False,Aventura,Desconocido
1563700,当火车鸣笛三秒,蒐藏馆工作室,"Aventura, Casual, Indie",9.75,2021,0,420,False,Aventura,Desconocido
677160,We Were Here Too,Total Mayhem Games,"Aventura, Casual, Indie",2.99,2018,69,8555,False,Aventura,Desconocido
2173900,SEX with HITLER 3D,H Studio,"Aventura, Indie",5.69,2022,0,197,False,Aventura,Desconocido
1446850,Hentai Furry 2,IR Studio,"Casual, Indie",0.49,2020,0,372,False,Acción,Desconocido
204940,Crusader Kings Complete,Paradox Development Studio,Estrategia,9.99,2012,73,163,False,Estrategia,Suecia
1426210,It Takes Two,Hazelight Studios,"Acción, Aventura",39.99,2021,89,206562,False,Acción,Suecia
629810,Galact Quest,familyplay,Casual,8.99,2017,0,0,False,Acción,Desconocido
2307220,TSUNDERE MILFIN,CUTE ANIME GIRLS,"Casual, Indie",2.49,2023,0,303,False,Acción,Desconocido
576810,2 Ninjas 1 Cup,Vogelfänger,"Acción, Indie",0.99,2017,0,299,False,Acción,Alemania
49810,CreaVures,Muse Games,Indie,4.99,2011,55,105,False,Acción,Desconocido
381590,Shred! Remastered,ASBO Interactive,"Casual, Indie, Carreras, Deportes",3.99,2015,0,0,False,Deportes,Desconocido
70640,Worms,Team17 Digital Ltd,Estrategia,1.19,2011,0,452,False,Estrategia,Reino Unido
1570020,World's End Club,IzanagiGames,"Acción, Aventura, Rol",19.5,2021,0,216,False,Acción,Japón
3170,King's Bounty: Armored Princess,Katauri Interactive,"Rol, Estrategia",9.99,2009,82,1056,False,Estrategia,Desconocido
404680,Hob,Runic Games,"Acción, Aventura, Indie",19.99,2017,76,4565,False,Acción,Desconocido
1425250,Gravity Field,Kazakov Studios,Simuladores,0.99,2023,0,740,False,Simulación,Rusia
853480,Pestis,DIEDEMOR STUDIO GAMES,"Indie, Simuladores",24.5,2018,0,0,False,Simulación,Desconocido
497590,Sapper's bad dream,WTFOMGames,"Acción, Aventura, Casual, Indie",3.99,2016,0,0,False,Aventura,Desconocido
840930,Bing Bong XL,Adamvision Studios,"Acción, Casual, Indie",0.99,2018,0,244,False,Acción,Desconocido
4850,Cossacks: Back to War,GSC Game World,Estrategia,4.99,2010,60,2562,False,Estrategia,Ucrania
261680,Journal,Locked Door Puzzle,"Aventura, Indie",9.75,2014,59,317,False,Aventura,Desconocido
813780,Age of Empires II: Definitive Edition,World's Edge,Estrategia,32.99,2019,84,152551,False,Estrategia,Canadá
224500,Gnomoria,Robotronic Games,"Indie, Simuladores, Estrategia",12.49,2016,0,2841,False,Estrategia,Desconocido
809870,Ninjin: Clash of Carrots,Pocket Trap,"Acción, Aventura, Indie, Rol",0.99,2018,0,312,False,Acción,Desconocido
306350,Slipstream 5000,Gremlin Interactive,"Acción, Carreras, Deportes",2.99,2015,0,0,False,Acción,Reino Unido
736810,The Raven Remastered,KING Art,Aventura,19.99,2018,0,287,False,Aventura,Bélgica
2187920,Iron Marines Invasion,Ironhide Game Studio,"Acción, Indie, Estrategia",5.17,2023,0,306,False,Acción,Canadá
1036440,Kingdom Wars 2: Definitive Edition,Reverie World Studios,"Indie, Simuladores, Estrategia",9.49,2019,0,341,False,Estrategia,Desconocido
387870,Mold on the Pizza,BTNcafe,"Acción, Casual, Indie, Estrategia, Free to Play",0.0,2015,0,104,True,Acción,Corea del Sur
351450,Scribble Space,Coty Getzelman,"Acción, Casual, Indie",1.99,2015,0,0,False,Acción,Desconocido
1087940,Incredible Dracula 3: Family Secret,New Bridge Games,"Aventura, Casual, Indie",5.69,2019,0,0,False,Aventura,Desconocido
1604030,V Rising,Stunlock Studios,"Acción, Aventura, Multijugador masivo",34.99,2024,0,106987,False,Acción,Suecia
715020,Elden: Path of the Forgotten,Onerat Pty Ltd,"Acción, Aventura, Indie, Rol",1.51,2020,0,0,False,Acción,Australia
682810,GUTS,Flux Games Inc.,"Acción, Indie, Deportes",9.99,2017,63,0,False,Acción,Desconocido
929430,Mahjong Magic Journey 2,Creobit,Casual,14.79,2018,0,0,False,Acción,Desconocido
2841770,Phantom Squad,Ctrl Freak,"Acción, Indie",6.89,2025,0,373,False,Acción,Desconocido
320840,Wings! Remastered Edition,Cinemaware,"Acción, Simuladores",0.0,2014,61,403,False,Acción,Desconocido
518790,theHunter: Call of the Wild™,Expansive Worlds,"Aventura, Simuladores, Deportes",19.5,2017,0,162635,False,Aventura,Suiza
530920,Archimedes,Joshua Hughes,Indie,1.59,2016,0,176,False,Acción,Desconocido
371520,Bounty Train,Corbie Games,"Indie, Simuladores, Estrategia",9.99,2017,66,1287,False,Estrategia,Desconocido
205080,BIT.TRIP FATE,Gaijin Games,"Acción, Indie",9.99,2013,74,116,False,Acción,Rusia
1950620,Mystery Solitaire. The Black Raven 3,Melon Games,Casual,14.79,2022,0,0,False,Acción,Desconocido
464490,The Afterglow of Grisaia,Frontwing,"Aventura, Casual",4.04,2016,0,114,False,Aventura,Japón
287780,Derrick the Deathfin,different cloth,Indie,7.99,2014,0,0,False,Acción,Desconocido
1057090,Ori and the Will of the Wisps,Moon Studios GmbH,Acción,29.99,2020,88,132751,False,Acción,Dinamarca
1367170,Planet's Edge,New World Computing,"Rol, Simuladores",6.59,2021,0,0,False,Simulación,Desconocido
1126290,Lost,DSGame,"Acción, Aventura, Casual, Indie, Rol, Estrategia",2.99,2019,0,7446,False,Aventura,Corea del Sur
815830,Space Escape!,Cow Corp.,"Acción, Casual, Indie, Simuladores",0.99,2018,0,0,False,Acción,Desconocido
1414020,Mixolumia,davemakes,"Acción, Casual, Indie",9.99,2020,0,174,False,Acción,Desconocido
446430,Doctor Watson - Treasure Island,United Independent Entertainment,Casual,3.99,2016,0,0,False,Acción,Desconocido
467320,God of Word,Mega Dwarf,"Acción, Casual, Indie, Rol",3.99,2016,0,115,False,Acción,Desconocido
259740,Nightmares from the Deep: The Cursed Heart,Artifex Mundi,"Aventura, Casual",0.0,2014,0,789,False,Aventura,Desconocido
254700,Resident Evil 4 (2005),Capcom,"Acción, Aventura",19.99,2014,79,72055,False,Acción,Japón
264690,Coin Crypt,Wishes Ultd.,"Indie, Rol",9.99,2014,0,205,False,Rpg,Desconocido
15190,Brothers in Arms: Road to Hill 30™,Gearbox Software,Acción,1.99,2008,87,1985,False,Acción,México
1757300,Jump Space,Keepsake Games,"Acción, Aventura, Indie, Acceso anticipado",19.5,2025,0,8492,False,Acción,Desconocido
3450310,Europa Universalis V,Paradox Tinto,Estrategia,59.99,2025,0,21602,False,Estrategia,España
706490,Little hidden city,3dinvis games,"Aventura, Casual, Indie",0.79,2018,0,215,False,Aventura,Desconocido
1702830,BLACKJACK and WAIFUS Hentai Version,KG/AM,"Casual, Indie, Rol, Simuladores",3.99,2022,0,721,False,Simulación,Desconocido
326720,Instant Dungeon!,With The Love Studios,"Acción, Indie",1.99,2014,0,141,False,Acción,Desconocido
1091950,Naughty Girl,Hentai X,"Casual, Indie",0.49,2019,0,269,False,Acción,Desconocido
939400,LoveChoice 拣爱,Akaba Studio,"Aventura, Indie, Rol, Simuladores",1.99,2021,0,31473,False,Aventura,Japón
203650,Sonic the Hedgehog 4 - Episode II,SEGA,Aventura,9.99,2012,54,1617,False,Aventura,Japón
1857740,MOBILE SUIT GUNDAM SEED BATTLE DESTINY REMASTERED,Bandai Namco Forge Digitals Inc.,"Acción, Casual, Rol",39.99,2025,0,689,False,Acción,Japón
7520,Two Worlds II HD,Reality Pump Studios,Rol,24.5,2011,75,3824,False,Acción,Rusia
842760,Highscore Processing Unit,Codrer,"Casual, Indie",6.59,2018,0,0,False,Acción,Desconocido
955320,Dark Fantasy: Jigsaw Puzzle,NP,"Casual, Indie, Rol, Simuladores",1.49,2018,0,361,False,Simulación,Desconocido
248610,Door Kickers,KillHouse Games,"Acción, Indie, Simuladores, Estrategia",18.99,2014,83,7964,False,Estrategia,Desconocido
637640,The Glade,Kelly Studios,"Violencia, Acción, Aventura, Indie, Rol",1.99,2017,0,0,False,Acción,Desconocido
7010,Project: Snowblind,Crystal Dynamics,Acción,5.99,2007,76,683,False,Acción,Estados Unidos
857020,Putinoids VS Navalnyats - Путиноиды Против Навальнят,"Nikita ""Ghost_RUS""","Acción, Aventura, Casual, Indie",0.49,2018,0,0,False,Aventura,Rusia
266210,One Way Heroics,Smoking WOLF,"Indie, Rol",0.92,2014,0,3464,False,Rpg,Desconocido
1796590,Adult Puzzles - Pole Dancer,EGC Games,"Casual, Indie",4.99,2021,0,0,False,Acción,Desconocido
798460,Ni no Kuni Wrath of the White Witch™ Remastered,LEVEL5 Inc.,"Acción, Aventura, Rol",49.99,2019,82,3862,False,Acción,Japón
857140,"Snake, snake, snake!",Growfall Games,"Acción, Casual, Indie",1.99,2018,0,0,False,Acción,Desconocido
370780,Fated Souls,Warfare Studios,"Aventura, Casual, Indie, Rol",9.99,2015,0,0,False,Aventura,Suecia
358090,D4: Dark Dreams Don’t Die -Season One-,Access Games,"Aventura, Casual, Indie",14.99,2015,0,1717,False,Aventura,Desconocido
536040,Cards of Cthulhu,Awoker Games,"Acción, Indie, Rol",0.99,2016,0,323,False,Acción,Desconocido
485860,Impossible Quest,Axel Sonic,"Aventura, Casual, Indie",1.99,2016,0,323,False,Aventura,Suecia
1169740,Danger Scavenger,Piotr Wolk,"Acción, Indie",4.99,2021,0,332,False,Acción,Polonia
662260,On Earth As It Is In Heaven - A Kinetic Novel,Afterthought Studios,"Aventura, Casual, Indie, Simuladores",15.99,2017,0,0,False,Aventura,Desconocido
234390,Teleglitch: Die More Edition,Test3 Projects,"Acción, Indie",12.99,2013,78,993,False,Acción,Desconocido
370970,Unlimited Escape 3 & 4 Double Pack,Carlo D'Apostoli Projects,"Acción, Casual, Indie",0.99,2015,0,0,False,Acción,Italia
366280,TWINKLE STAR SPRITES,SNK CORPORATION,Acción,7.99,2016,0,196,False,Acción,Japón
346730,GOCCO OF WAR,peakvox,"Acción, Casual, Indie",19.99,2015,0,806,False,Acción,Desconocido
395160,Toby: The Secret Mine,Lukas Navratil,"Aventura, Indie",0.89,2015,0,487,False,Aventura,República Checa
438660,Jerry Rice & Nitus' Dog Football,JUDOBABY INC.,Deportes,2.39,2016,0,0,False,Deportes,Japón
864110,Trap Defense,Mifux Studio,"Casual, Indie",0.99,2018,0,0,False,Acción,Desconocido
375790,Build 'n Bump,Roppy Chop Studios,"Acción, Aventura, Casual, Indie",4.99,2015,0,0,False,Aventura,Desconocido
966720,Pumped BMX Pro,Yeah Us!,Deportes,1.49,2019,0,0,False,Deportes,Desconocido
921800,Encased: A Sci-Fi Post-Apocalyptic RPG,Dark Crystal Games,"Aventura, Indie, Rol, Estrategia",29.99,2021,0,4107,False,Rpg,Desconocido
302330,Tex Murphy: Mean Streets,Access Software,"Acción, Aventura",1.19,2014,0,0,False,Acción,Desconocido
899470,Chook & Sosig: Walk the Plank,TookiPalooki,"Aventura, Indie",9.75,2019,0,104,False,Aventura,Desconocido
796770,Toddler Simulator,JoshCorp,"Casual, Indie, Simuladores",0.79,2018,0,0,False,Simulación,Desconocido
427910,Zavix Tower,Batholith Entertainment,"Aventura, Casual, Indie, Rol, Estrategia",9.99,2016,0,174,False,Aventura,Desconocido
967050,Pacify,Shawn Hitchcock,"Acción, Aventura, Casual, Indie, Estrategia",3.49,2019,0,32480,False,Acción,Estados Unidos
1420320,¡Aprendamos Japonés! Kanji Sudoku,Dr. Cyril Splutterworth,"Casual, Indie",1.04,2020,0,0,False,Acción,Desconocido
2183900,"Warhammer 40,000: Space Marine 2",Saber Interactive,"Acción, Aventura, Rol",19.79,2024,82,148681,False,Acción,Rusia
562500,Warstone TD,Battlecruiser Games,"Indie, Estrategia",14.99,2018,70,2655,False,Estrategia,Reino Unido
785620,Spring It!,Pagoda Games LLC,"Casual, Indie, Simuladores",2.39,2018,0,0,False,Simulación,Desconocido
279940,The Book of Unwritten Tales 2,KING Art,Aventura,29.99,2015,80,677,False,Aventura,Bélgica
1519610,Assau!t,!CyberApex (SkagoGames),"Acción, Indie",1.99,2021,0,0,False,Acción,Desconocido
31880,Nancy Drew®: Secret of the Old Clock,HeR Interactive,Aventura,9.75,2009,80,232,False,Aventura,Canadá
517780,Ogre,Auroch Digital,"Indie, Estrategia",24.5,2017,66,216,False,Estrategia,España
545600,Vigilantes,Timeslip Softworks,"Indie, Rol, Estrategia",13.99,2018,0,271,False,Estrategia,Desconocido
1787480,Metro Simulator 2,KishMish Games,"Indie, Simuladores",2.99,2023,0,603,False,Simulación,Desconocido
491220,Mr. Pumpkin Adventure,Cotton Game,"Aventura, Indie",3.99,2016,0,321,False,Aventura,Desconocido
39540,SpellForce - Platinum Edition,Phenomic,"Acción, Rol",9.99,2009,74,2317,False,Acción,Desconocido
524120,Raptor Valley,Andrew Stout,"Acción, Aventura, Indie, Simuladores",3.29,2016,0,0,False,Aventura,Desconocido
341510,Crayon Chronicles,Outer Grid Games LLC,"Casual, Indie, Rol",3.99,2015,0,0,False,Rpg,Desconocido
2499520,Be My Horde,Polished Games,"Acción, Indie, Simuladores, Acceso anticipado",4.99,2024,0,1789,False,Acción,Desconocido
390290,Bulb Boy,Bulbware,"Aventura, Indie",8.99,2015,84,568,False,Aventura,Reino Unido
446240,Trawl,Daniel Gallagher,"Casual, Indie, Rol, Simuladores",3.99,2016,0,0,False,Simulación,Desconocido
18050,DeathSpank: Thongs of Virtue,Hothead Games,"Acción, Indie, Rol",9.99,2010,78,201,False,Acción,Canadá
351400,The Defenders: The Second Wave,FallenMaster,"Acción, Estrategia",2.99,2015,0,0,False,Acción,Desconocido
6010,Indiana Jones® and the Fate of Atlantis™,LucasArts,Aventura,5.89,2009,0,1346,False,Aventura,Estados Unidos
567060,Putrefaction 2: Void Walker,Kazakov Oleg,"Acción, Indie",0.99,2017,0,327,False,Acción,Rusia
491210,LUMBERMANCER,Roger von Biersborn,"Acción, Aventura",2.99,2016,0,0,False,Acción,Alemania
355240,NEO AQUARIUM - The King of Crustaceans -,Calappa Games,"Acción, Indie",1.79,2015,0,234,False,Acción,Desconocido
342870,Corona MotorSport,LucasGame,"Acción, Aventura, Indie, Carreras, Simuladores, Deportes, Acceso anticipado",9.99,2015,0,0,False,Aventura,Desconocido
1462040,FINAL FANTASY VII REMAKE INTERGRADE,Square Enix,"Acción, Aventura, Rol",39.99,2022,0,37122,False,Acción,Japón
15170,Heroes of Might & Magic V,Nival,Estrategia,2.49,2008,77,3850,False,Estrategia,China
546220,Red Comrades 3: Return of Alaska. Reloaded,Buka Development,Aventura,4.99,2017,0,377,False,Aventura,Desconocido
1181830,Urtuk: The Desolation,David Kaleta,"Rol, Estrategia",13.79,2021,0,2337,False,Estrategia,Desconocido
712180,Mugsters,Reinkout Games,"Acción, Indie",1.95,2018,0,0,False,Acción,Desconocido
70650,Worms Blast,Team17 Digital Ltd,"Casual, Estrategia",7.99,2011,73,176,False,Estrategia,Reino Unido
741490,Atlantis VR,MMEU,"Casual, Simuladores",1.99,2017,0,0,False,Simulación,Desconocido
531480,ShapeRockets,Echohead Games,"Acción, Indie",0.99,2016,0,0,False,Acción,Desconocido
377710,Idol Magical Girl Chiru Chiru Michiru Part 1,Frontwing,"Aventura, Casual",5.99,2015,0,0,False,Aventura,Japón
365140,DREAMFLIGHT VR,REFUGIO3D®,"Aventura, Simuladores",1.99,2015,0,0,False,Aventura,Desconocido
575670,Five Elements,TaosX,"Indie, Rol, Estrategia",4.99,2017,0,0,False,Estrategia,Desconocido
1271750,Unferat,Reb_Orn,"Rol, Simuladores",5.89,2020,0,154,False,Simulación,Desconocido
377470,ENKI,Storm in a Teacup,"Aventura, Indie",4.99,2015,43,121,False,Aventura,Desconocido
402060,Californium,Darjeeling,"Aventura, Casual, Indie, Simuladores",5.99,2016,64,257,False,Aventura,Desconocido
718370,LSD,CUTE ANIME GIRLS,"Casual, Indie",0.59,2017,0,223,False,Acción,Desconocido
655030,Simple Light Cycles,Kelsam,"Acción, Casual, Indie",0.0,2017,0,0,True,Acción,Desconocido
549240,Beans: The Coffee Shop Simulator,Whitethorn Games,"Casual, Indie, Simuladores",4.99,2017,0,123,False,Simulación,Desconocido
521590,Subterra,Warfare Studios,"Acción, Aventura, Indie, Rol",1.99,2017,0,104,False,Acción,Suecia
305050,Outland,Housemarque,"Acción, Aventura, Indie",0.0,2014,79,1017,False,Acción,Finlandia
521130,Dots eXtreme,Starwind Games,"Casual, Indie, Estrategia",1.99,2016,0,0,False,Estrategia,Desconocido
698830,Puzzle Dating,M. Hanka,"Casual, Indie, Simuladores",0.99,2017,0,0,False,Simulación,República Checa
1836160,PANELKI,Alexander Gromyko,"Aventura, Casual, Indie, Simuladores",7.79,2022,0,2057,False,Aventura,Rusia
441550,STAR WARS™ Rebellion,Coolhand Interactive,Estrategia,5.89,2016,0,1237,False,Estrategia,Desconocido
454180,CrazyCars3D,AneaGames,"Acción, Aventura, Casual, Indie, Carreras, Simuladores",2.99,2016,0,150,False,Aventura,Desconocido
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Acción,3.99,2006,81,1499,False,Acción,Estados Unidos
1304100,The Adventures of Fatman: Intergalactic Indigestion,SOCKO! Entertainment,"Aventura, Indie",0.99,2020,0,0,False,Aventura,Desconocido
797300,Fantasy Mosaics 21: On the Movie Set,Andy Jurko,"Casual, Indie, Estrategia",6.99,2018,0,0,False,Estrategia,Desconocido
639460,Zombie Riot,PlaySide VR,"Acción, Aventura, Casual, Indie, Rol, Estrategia",19.99,2017,0,0,False,Aventura,Australia
801340,Healer Simulator,A.Filimonov,"Casual, Rol, Simuladores",1.99,2018,0,0,False,Simulación,Rusia
789760,DEAD OR SCHOOL,Studio Nanafushi,"Acción, Indie, Rol",20.99,2019,0,2592,False,Acción,Japón
215470,Primal Carnage,Lukewarm Media,"Acción, Indie",7.99,2012,67,4791,False,Acción,Desconocido
778010,Filmmaker Tycoon,Aternis Level 0,"Indie, Simuladores, Estrategia",14.99,2023,0,0,False,Estrategia,Desconocido
696500,Soldiers Of Freedom,Bubel Studio,"Acción, Indie",3.99,2017,0,0,False,Acción,Desconocido
24400,King Arthur - The Role-playing Wargame,NeocoreGames,"Rol, Estrategia",9.99,2009,0,437,False,Estrategia,España
473480,Miko Mole,EnsenaSoft,"Acción, Aventura, Casual, Indie",4.99,2016,0,0,False,Aventura,Desconocido
528860,Proxy - Ultimate Hacker,Ready Play Games,Simuladores,6.59,2016,0,0,False,Simulación,Desconocido
373360,Cast of the Seven Godsends - Redux,Raven Travel Studios,"Acción, Aventura, Indie",9.99,2015,0,0,False,Acción,Desconocido
784890,Bashville,Winprovise,"Acción, Casual, Indie",4.99,2018,0,0,False,Acción,Desconocido
290080,Life is Feudal: Your Own,Bitbox Ltd.,"Acción, Indie, Rol, Simuladores",19.99,2015,63,8775,False,Acción,Desconocido
966610,FPS Monitor – hardware in-game & desktop overlays,Eduard Kozadaev,"Utilidades, Producción de vídeo, Publicación web, Desarrollo de juegos",12.79,2018,0,2072,False,Simulación,Rusia
938390,My Riding Stables: Your Horse breeding,Independent Arts Software,"Casual, Simuladores",19.99,2018,0,0,False,Simulación,Desconocido
328730,Letter Quest: Grimm's Journey,Bacon Bandit Games,"Casual, Indie",0.0,2014,73,215,False,Acción,Desconocido
686170,VRRV,DCG Entertainment Inc.,"Acción, Casual",0.0,2018,0,0,False,Acción,Desconocido
230230,Divinity: Original Sin (Classic),Larian Studios,"Aventura, Indie, Rol, Estrategia",0.0,2014,87,8135,False,Rpg,Bélgica
1377920,Big Mutha Truckers 2: Truck Me Harder,Eutechnyx,"Acción, Carreras",8.19,2020,0,106,False,Acción,Reino Unido
705250,Cross Set Infinity,Cuveet Story,"Casual, Indie",1.59,2017,0,0,False,Acción,Desconocido
3979300,FIND ALL: Halloween,Very Very LITTLE Studio,"Aventura, Casual, Indie",0.99,2025,0,112,False,Aventura,Desconocido
785640,Luminescence,Genetic Studio,Casual,0.99,2018,0,0,False,Acción,Desconocido
867210,Songs of Conquest,Lavapotion,"Aventura, Rol, Estrategia",7.49,2024,0,11650,False,Rpg,Francia
546400,Cavern Escape Extremely Hard game!!!,White Dog Games,"Acción, Aventura, Casual, Indie",4.99,2017,0,125,False,Aventura,Desconocido
2060870,Invincible Presents: Atom Eve,Terrible Posture Games,Aventura,0.97,2023,0,475,False,Aventura,Desconocido
726800,The Rare Nine,Agafonoff,"Acción, Indie, Acceso anticipado",2.99,2017,0,0,False,Acción,Rusia
618500,Hailstorm VR,SlimeQ,"Acción, Indie, Acceso anticipado",2.39,2017,0,0,False,Acción,Desconocido
343570,Rainbow Hero,Pixel Elephant,"Casual, Indie",3.99,2015,0,0,False,Acción,Desconocido
356550,East Tower - Kuon (East Tower Series Vol. 3),ROSEVERTE,"Aventura, Casual, Indie, Simuladores",8.79,2015,0,0,False,Aventura,Francia
314810,Randal's Monday,Nexus Game Studios,"Aventura, Indie",19.99,2014,57,1335,False,Aventura,Desconocido
541370,Clickdraw Clicker,ColloseusX,"Acción, Casual, Indie",0.99,2016,0,0,False,Acción,Desconocido
436530,Bullshot,GATO STUDIO,"Acción, Indie",0.99,2016,0,232,False,Acción,Desconocido
1782150,OVERLORD: ESCAPE FROM NAZARICK,ENGINES Inc.,Acción,9.99,2022,0,490,False,Acción,Japón
1338330,Lemon Cake,Cozy Bee Games,"Casual, Indie, Simuladores",12.49,2021,0,1634,False,Simulación,Desconocido
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,Stainless Games Ltd,Estrategia,0.0,2011,77,870,False,Estrategia,Reino Unido
1927740,Monument Valley 2,ustwo games,"Aventura, Casual, Indie, Estrategia",2.44,2022,0,3194,False,Aventura,Reino Unido
427820,Hitman GO: Definitive Edition,Square Enix Montréal,Estrategia,7.99,2016,72,2044,False,Estrategia,Canadá
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition (2009),Bethesda Game Studios,Rol,14.99,2009,94,42143,False,Acción,Estados Unidos
702550,EZ4u,Egor Domashenkin,Indie,0.99,2017,0,0,False,Acción,Rusia
231020,Storm,Eko Software,"Indie, Simuladores",7.49,2013,63,0,False,Simulación,Desconocido
